name,api_name,api_id,api_sortno,api_filename,api_version,swf
Shoukaku Kai Ni A,翔鶴改二甲,466,266,ekuxnovhattm,8,8,831,http://203.104.209.71/kcs/resources/swf/ships/ekuxnovhattm.swf?VERSION=8,8,831
Souryuu,蒼龍,90,8,nppdykjbwmkx,16,17,1,http://203.104.209.71/kcs/resources/swf/ships/nppdykjbwmkx.swf?VERSION=16,17,1
Souryuu Kai,蒼龍改,279,1379,mxohelwcpocv,16,17,1,http://203.104.209.71/kcs/resources/swf/ships/mxohelwcpocv.swf?VERSION=16,17,1
Souryuu Kai Ni,蒼龍改二,197,197,mwlzgwdjlpxx,16,17,1,http://203.104.209.71/kcs/resources/swf/ships/mwlzgwdjlpxx.swf?VERSION=16,17,1
Suzukaze,涼風,47,84,qaryaychpubb,9,9,1,http://203.104.209.71/kcs/resources/swf/ships/qaryaychpubb.swf?VERSION=9,9,1
Suzukaze Kai,涼風改,247,1347,jukighzxmudn,9,9,1,http://203.104.209.71/kcs/resources/swf/ships/jukighzxmudn.swf?VERSION=9,9,1
Suzuya,鈴谷,124,124,lvmlqrzbobpe,15,15,831,http://203.104.209.71/kcs/resources/swf/ships/lvmlqrzbobpe.swf?VERSION=15,15,831
Suzuya Kai,鈴谷改,129,129,oyjqdsswurhl,15,15,831,http://203.104.209.71/kcs/resources/swf/ships/oyjqdsswurhl.swf?VERSION=15,15,831
Taigei,大鯨,184,184,xumujwygrmby,5,3,831,http://203.104.209.71/kcs/resources/swf/ships/xumujwygrmby.swf?VERSION=5,3,831
Taihou,大鳳,153,153,ysidnchjxvfc,1,1,831,http://203.104.209.71/kcs/resources/swf/ships/ysidnchjxvfc.swf?VERSION=1,1,831
Taihou Kai,大鳳改,156,156,vsnkqdgtcjbs,2,2,831,http://203.104.209.71/kcs/resources/swf/ships/vsnkqdgtcjbs.swf?VERSION=2,2,831
Takanami,高波,424,224,hvxoppojkyge,14,12,1,http://203.104.209.71/kcs/resources/swf/ships/hvxoppojkyge.swf?VERSION=14,12,1
Takanami Kai,高波改,345,1425,ydsbnsiogwij,15,12,1,http://203.104.209.71/kcs/resources/swf/ships/ydsbnsiogwij.swf?VERSION=15,12,1
Takao,高雄,66,59,eqpvjbnbjlhy,9,9,831,http://203.104.209.71/kcs/resources/swf/ships/eqpvjbnbjlhy.swf?VERSION=9,9,831
Takao Kai,高雄改,269,1369,ghgphbvmzjrx,9,9,831,http://203.104.209.71/kcs/resources/swf/ships/ghgphbvmzjrx.swf?VERSION=9,9,831
Tama,多摩,100,40,jiftwdxqwtin,12,11,831,http://203.104.209.71/kcs/resources/swf/ships/jiftwdxqwtin.swf?VERSION=12,11,831
Tama Kai,多摩改,216,1316,cxhxktltjtbg,12,11,831,http://203.104.209.71/kcs/resources/swf/ships/cxhxktltjtbg.swf?VERSION=12,11,831
Tanikaze,谷風,169,169,gsrzkautnghc,14,14,831,http://203.104.209.71/kcs/resources/swf/ships/gsrzkautnghc.swf?VERSION=14,14,831
Tanikaze Kai,谷風改,313,1409,jdyqtxzmsyng,14,14,831,http://203.104.209.71/kcs/resources/swf/ships/jdyqtxzmsyng.swf?VERSION=14,14,831
Tatsuta,龍田,52,29,qvqlfmytkmor,14,12,831,http://203.104.209.71/kcs/resources/swf/ships/qvqlfmytkmor.swf?VERSION=14,12,831
Tatsuta Kai,龍田改,214,1314,chmytqkkilrv,15,13,831,http://203.104.209.71/kcs/resources/swf/ships/chmytqkkilrv.swf?VERSION=15,13,831
Tenryuu,天龍,51,28,vswgjojfoqdc,14,12,831,http://203.104.209.71/kcs/resources/swf/ships/vswgjojfoqdc.swf?VERSION=14,12,831
Tenryuu Kai,天龍改,213,1313,wjcrloeyiyxw,15,13,831,http://203.104.209.71/kcs/resources/swf/ships/wjcrloeyiyxw.swf?VERSION=15,13,831
Teruzuki,照月,422,222,fvcfdjvmxlko,9,9,831,http://203.104.209.71/kcs/resources/swf/ships/fvcfdjvmxlko.swf?VERSION=9,9,831
Teruzuki Kai,照月改,346,1426,urpnkwaneqfb,9,9,831,http://203.104.209.71/kcs/resources/swf/ships/urpnkwaneqfb.swf?VERSION=9,9,831
Tokitsukaze,時津風,186,186,dljghewzktat,14,14,831,http://203.104.209.71/kcs/resources/swf/ships/dljghewzktat.swf?VERSION=14,14,831
Tokitsukaze Kai,時津風改,322,1415,svglgiwjfyxn,14,14,1,http://203.104.209.71/kcs/resources/swf/ships/svglgiwjfyxn.swf?VERSION=14,14,1
Tone,利根,71,63,kmcllyhenjnk,11,11,831,http://203.104.209.71/kcs/resources/swf/ships/kmcllyhenjnk.swf?VERSION=11,11,831
Tone Kai,利根改,273,1373,fkatobgcyygb,11,11,831,http://203.104.209.71/kcs/resources/swf/ships/fkatobgcyygb.swf?VERSION=11,11,831
Tone Kai Ni,利根改二,188,188,rjggwwmmppth,12,12,831,http://203.104.209.71/kcs/resources/swf/ships/rjggwwmmppth.swf?VERSION=12,12,831
U-511,U-511,431,231,ksvosfducgbe,4,4,1,http://203.104.209.71/kcs/resources/swf/ships/ksvosfducgbe.swf?VERSION=4,4,1
U-511 Kai,U-511改,334,1504,dfrmfmjvschh,5,5,1,http://203.104.209.71/kcs/resources/swf/ships/dfrmfmjvschh.swf?VERSION=5,5,1
Umikaze,海風,458,258,rnmsjjndxlgj,10,10,831,http://203.104.209.71/kcs/resources/swf/ships/rnmsjjndxlgj.swf?VERSION=10,10,831
Umikaze Kai,海風改,350,1430,djszrxlnhbuv,10,10,831,http://203.104.209.71/kcs/resources/swf/ships/djszrxlnhbuv.swf?VERSION=10,10,831
Unryuu,雲龍,404,201,xgoisifuerjd,1,1,1,http://203.104.209.71/kcs/resources/swf/ships/xgoisifuerjd.swf?VERSION=1,1,1
Unryuu Kai,雲龍改,406,206,rqsbaiaqlunp,2,2,1,http://203.104.209.71/kcs/resources/swf/ships/rqsbaiaqlunp.swf?VERSION=2,2,1
Urakaze,浦風,168,168,cmupwurocdpn,15,14,831,http://203.104.209.71/kcs/resources/swf/ships/cmupwurocdpn.swf?VERSION=15,14,831
Urakaze Kai,浦風改,317,1412,exedxncqauws,15,14,831,http://203.104.209.71/kcs/resources/swf/ships/exedxncqauws.swf?VERSION=15,14,831
Ushio,潮,16,70,xqjemfzdbjox,19,19,831,http://203.104.209.71/kcs/resources/swf/ships/xqjemfzdbjox.swf?VERSION=19,19,831
Ushio Kai,潮改,233,1333,dpqjexkcixhw,19,19,831,http://203.104.209.71/kcs/resources/swf/ships/dpqjexkcixhw.swf?VERSION=19,19,831
Ushio Kai Ni,潮改二,407,207,fsgwccpesgfh,19,19,831,http://203.104.209.71/kcs/resources/swf/ships/fsgwccpesgfh.swf?VERSION=19,19,831
Uzuki,卯月,165,165,gjtvekieqatn,14,14,831,http://203.104.209.71/kcs/resources/swf/ships/gjtvekieqatn.swf?VERSION=14,14,831
Uzuki Kai,卯月改,309,1405,xwjlobdutrwv,15,15,831,http://203.104.209.71/kcs/resources/swf/ships/xwjlobdutrwv.swf?VERSION=15,15,831
Верный,Верный,147,147,gmqsmiszmftf,5,5,831,http://203.104.209.71/kcs/resources/swf/ships/gmqsmiszmftf.swf?VERSION=5,5,831
Wakaba,若葉,40,77,ihuijkvksqky,10,10,1,http://203.104.209.71/kcs/resources/swf/ships/ihuijkvksqky.swf?VERSION=10,10,1
Wakaba Kai,若葉改,240,1340,tkcwrodgemlj,11,11,1,http://203.104.209.71/kcs/resources/swf/ships/tkcwrodgemlj.swf?VERSION=11,11,1
Warspite,Warspite,439,239,lnltescodihe,1,1,831,http://203.104.209.71/kcs/resources/swf/ships/lnltescodihe.swf?VERSION=1,1,831
Warspite Kai,Warspite改,364,1444,bwsoozmjkbde,1,1,831,http://203.104.209.71/kcs/resources/swf/ships/bwsoozmjkbde.swf?VERSION=1,1,831
Yahagi,矢矧,139,139,hmivswfdmdem,9,9,831,http://203.104.209.71/kcs/resources/swf/ships/hmivswfdmdem.swf?VERSION=9,9,831
Yahagi Kai,矢矧改,307,1403,acajrnrqxplq,9,9,831,http://203.104.209.71/kcs/resources/swf/ships/acajrnrqxplq.swf?VERSION=9,9,831
Yamagumo,山雲,414,214,xthvimkarzgq,13,13,1,http://203.104.209.71/kcs/resources/swf/ships/xthvimkarzgq.swf?VERSION=13,13,1
Yamagumo Kai,山雲改,328,1420,pyfdxrfqwldn,9,9,1,http://203.104.209.71/kcs/resources/swf/ships/pyfdxrfqwldn.swf?VERSION=9,9,1
Yamashiro,山城,27,27,dyurkaeenkdh,17,15,831,http://203.104.209.71/kcs/resources/swf/ships/dyurkaeenkdh.swf?VERSION=17,15,831
Yamashiro Kai,山城改,287,1387,bnbdxfioqxtt,18,16,831,http://203.104.209.71/kcs/resources/swf/ships/bnbdxfioqxtt.swf?VERSION=18,16,831
Yamashiro Kai Ni,山城改二,412,212,xjsgvmgfleuu,18,16,831,http://203.104.209.71/kcs/resources/swf/ships/xjsgvmgfleuu.swf?VERSION=18,16,831
Yamato,大和,131,131,liqjxscjkogx,6,4,831,http://203.104.209.71/kcs/resources/swf/ships/liqjxscjkogx.swf?VERSION=6,4,831
Yamato Kai,大和改,136,136,drdaipjrohfl,7,5,831,http://203.104.209.71/kcs/resources/swf/ships/drdaipjrohfl.swf?VERSION=7,5,831
Yayoi,弥生,164,164,jnvcrrgmtvwl,14,14,831,http://203.104.209.71/kcs/resources/swf/ships/jnvcrrgmtvwl.swf?VERSION=14,14,831
Yayoi Kai,弥生改,308,1404,ozjrctjajnpx,14,14,831,http://203.104.209.71/kcs/resources/swf/ships/ozjrctjajnpx.swf?VERSION=14,14,831
Yukikaze,雪風,20,5,pueufyccujmd,12,12,1,http://203.104.209.71/kcs/resources/swf/ships/pueufyccujmd.swf?VERSION=12,12,1
Yukikaze Kai,雪風改,228,1328,avfbkpphumso,12,12,1,http://203.104.209.71/kcs/resources/swf/ships/avfbkpphumso.swf?VERSION=12,12,1
Yura,由良,23,45,shjlydqjdfcl,20,19,831,http://203.104.209.71/kcs/resources/swf/ships/shjlydqjdfcl.swf?VERSION=20,19,831
Yura Kai,由良改,220,1320,xtqbjysffsvx,20,19,831,http://203.104.209.71/kcs/resources/swf/ships/xtqbjysffsvx.swf?VERSION=20,19,831
Yuubari,夕張,115,111,hieimxbtcqrt,17,15,831,http://203.104.209.71/kcs/resources/swf/ships/hieimxbtcqrt.swf?VERSION=17,15,831
Yuubari Kai,夕張改,293,1393,hfhcjjdyqyzn,17,15,831,http://203.104.209.71/kcs/resources/swf/ships/hfhcjjdyqyzn.swf?VERSION=17,15,831
Yuudachi,夕立,45,82,pnpixtolsebg,24,25,831,http://203.104.209.71/kcs/resources/swf/ships/pnpixtolsebg.swf?VERSION=24,25,831
Yuudachi Kai,夕立改,245,1345,wpsyznjwvlmd,24,25,831,http://203.104.209.71/kcs/resources/swf/ships/wpsyznjwvlmd.swf?VERSION=24,25,831
Yuudachi Kai Ni,夕立改二,144,144,lngqiqvigduj,27,26,831,http://203.104.209.71/kcs/resources/swf/ships/lngqiqvigduj.swf?VERSION=27,26,831
Yuugumo,夕雲,133,133,jtfihmyrvmiw,7,5,831,http://203.104.209.71/kcs/resources/swf/ships/jtfihmyrvmiw.swf?VERSION=7,5,831
Yuugumo Kai,夕雲改,302,1398,bbgkikxppksy,7,5,831,http://203.104.209.71/kcs/resources/swf/ships/bbgkikxppksy.swf?VERSION=7,5,831
Z1,Z1,174,174,pvhdtbuddjhb,4,4,1,http://203.104.209.71/kcs/resources/swf/ships/pvhdtbuddjhb.swf?VERSION=4,4,1
Z1 Kai,Z1改,310,1406,vbuxfozqoemo,3,3,1,http://203.104.209.71/kcs/resources/swf/ships/vbuxfozqoemo.swf?VERSION=3,3,1
Z1 zwei,Z1 zwei,179,179,qgkjswznylty,3,3,1,http://203.104.209.71/kcs/resources/swf/ships/qgkjswznylty.swf?VERSION=3,3,1
Z3,Z3,175,175,rxzrrkjqvyqy,4,2,1,http://203.104.209.71/kcs/resources/swf/ships/rxzrrkjqvyqy.swf?VERSION=4,2,1
Z3 Kai,Z3改,311,1407,vksfcnchqurh,3,1,1,http://203.104.209.71/kcs/resources/swf/ships/vksfcnchqurh.swf?VERSION=3,1,1
Z3 zwei,Z3 zwei,180,180,utmejyqmcvbk,3,1,1,http://203.104.209.71/kcs/resources/swf/ships/utmejyqmcvbk.swf?VERSION=3,1,1
Zara,Zara,448,248,spmuptretooz,2,2,831,http://203.104.209.71/kcs/resources/swf/ships/spmuptretooz.swf?VERSION=2,2,831
Zara Kai,Zara改,358,1438,waviopoxryme,2,2,831,http://203.104.209.71/kcs/resources/swf/ships/waviopoxryme.swf?VERSION=2,2,831
Zuihou,瑞鳳,116,112,ktexichqewel,17,17,831,http://203.104.209.71/kcs/resources/swf/ships/ktexichqewel.swf?VERSION=17,17,831
Zuihou Kai,瑞鳳改,117,113,xmzltsferzto,19,19,831,http://203.104.209.71/kcs/resources/swf/ships/xmzltsferzto.swf?VERSION=19,19,831
Zuikaku,瑞鶴,111,107,suivtkpjnmpt,14,14,831,http://203.104.209.71/kcs/resources/swf/ships/suivtkpjnmpt.swf?VERSION=14,14,831
Zuikaku Kai,瑞鶴改,112,108,ihwgeegenykh,15,15,831,http://203.104.209.71/kcs/resources/swf/ships/ihwgeegenykh.swf?VERSION=15,15,831
Zuikaku Kai Ni,瑞鶴改二,462,262,giytrybpknos,8,8,831,http://203.104.209.71/kcs/resources/swf/ships/giytrybpknos.swf?VERSION=8,8,831
Zuikaku Kai Ni A,瑞鶴改二甲,467,267,qgrxbhuvtrbf,8,8,831,http://203.104.209.71/kcs/resources/swf/ships/qgrxbhuvtrbf.swf?VERSION=8,8,831
